acType,Model,Aircraft Type Designator,Class,ICAO WTC,Climb,Svc Ceiling ft,,
MD11 MCDONNELL DOUGLAS MD-11,MD-11,MD11,Landplane,Heavy,3000,43200,,
"MD11, BOEING, MD-11",MD-11,MD11,Landplane,Heavy,3000,43200,,
"MD11, MCDONNELL DOUGLAS, MD-11",MD-11,MD11,Landplane,Heavy,3000,43200,,
"MD11,MD-11",MD-11,MD11,Landplane,Heavy,3000,43200,,
"MD52, BOEING, MD-520N",MD-520N,MD52,Helicopter,Light,1600,14175,,
"MD52, MD HELICOPTERS, MD-520N",MD-520N,MD52,Helicopter,Light,1600,14175,,
MD80,MD-81,MD81,Landplane,Medium,3000,37000,,
"MD81, BOEING, MD-81",MD-81,MD81,Landplane,Medium,3000,37000,,
"MD81, MCDONNELL DOUGLAS, MD-81",MD-81,MD81,Landplane,Medium,3000,37000,,
MD82,MD-82,MD82,Landplane,Medium,3000,37000,,
"MD82, BOEING, MD-82",MD-82,MD82,Landplane,Medium,3000,37000,,
"MD82, MCDONNELL DOUGLAS, MD-82",MD-82,MD82,Landplane,Medium,3000,37000,,
MD83,MD-83,MD83,Landplane,Medium,3000,37000,,
MD83 BOEING MD-83,MD-83,MD83,Landplane,Medium,3000,37000,,
"MD83, BOEING, MD-83",MD-83,MD83,Landplane,Medium,3000,37000,,
"MD83, MCDONNELL DOUGLAS, MD-83",MD-83,MD83,Landplane,Medium,3000,37000,,
"MD83, SHANGHAI, MD-83",MD-83,MD83,Landplane,Medium,3000,37000,,
MD88,MD-88,MD88,Landplane,Medium,3000,37000,,
MD88 BOEING MD-88,MD-88,MD88,Landplane,Medium,3000,37000,,
"MD88, BOEING, MD-88",MD-88,MD88,Landplane,Medium,3000,37000,,
"MD88, MCDONNELL DOUGLAS, MD-88",MD-88,MD88,Landplane,Medium,3000,37000,,
MD90,MD-90,MD90,Landplane,Medium,3000,37000,,
"MD90, BOEING, MD-90",MD-90,MD90,Landplane,Medium,3000,37000,,
"MD90, MCDONNELL DOUGLAS, MD-90",MD-90,MD90,Landplane,Medium,3000,37000,,
"MU2, MITSUBISHI, LR-1",LR-1,MU2,Landplane,Light,2100,33200,,
"MU30, MITSUBISHI, Diamond",Diamond,MU30,Landplane,Medium,3000,,,
"NAVI, NORTH AMERICAN, Navion",Navion,NAVI,Landplane,Light,1000,15000,,
"NAVI, RYAN, Navion",Navion,NAVI,Landplane,Light,1000,15000,,
NG5,Bristell,NG5,Landplane,Light,,,,
"OVOD, VITEK, Ovod",Ovod,OVOD,Landplane,Light,,,,
P06T,P-2006T,P06T,Landplane,Light,800,14000,,
P06T TECNAM P2006T,P-2006T,P06T,Landplane,Light,800,14000,,
P180,Avanti,P180,Landplane,Light,2200,41000,,
"P180, PIAGGIO, Avanti",Avanti,P180,Landplane,Light,2200,41000,,
"P19, AVIAMILANO, P-19 Scricciolo",P-19 Scricciolo,P19,Landplane,Light,400,10200,,
p28,PA-28-180TG Cherokee Chief,P28A,Landplane,Light,600,16800,,
P28A,PA-28-180TG Cherokee Chief,P28A,Landplane,Light,600,16800,,
P28A PIPER PA-28-180TG Cherokee Chief,PA-28-180TG Cherokee Chief,P28A,Landplane,Light,600,16800,,
"P28A, AICSA, Archer 2",Archer 2,P28A,Landplane,Light,600,16800,,
"P28A, AICSA, Cherokee (PA-28-140/180)",Cherokee (PA-28-140/180),P28A,Landplane,Light,600,16800,,
"P28A, AICSA, Cherokee Archer",Cherokee Archer,P28A,Landplane,Light,600,16800,,
"P28A, AICSA, Cherokee Warrior 2",Cherokee Warrior 2,P28A,Landplane,Light,600,16800,,
"P28A, AICSA, PA-28-140 Cherokee",PA-28-140 Cherokee,P28A,Landplane,Light,600,16800,,
"P28A, PIPER, PA-28-180TG Cherokee Chief",PA-28-180TG Cherokee Chief,P28A,Landplane,Light,600,16800,,
"P28A,PA-28-180TG Cherokee Chief",PA-28-180TG Cherokee Chief,P28A,Landplane,Light,600,16800,,
pa28,Cherokee (PA-28-140/150/160/180),P28A,Landplane,Light,600,16800,,
PA28 Piper Cherokee,Cherokee (PA-28-140/150/160/180),P28A,Landplane,Light,600,16800,,
"PA28, Piper, Cherokee",Cherokee (PA-28-140/150/160/180),P28A,Landplane,Light,600,16800,,
"PA28,Cherokee",Cherokee (PA-28-140/150/160/180),P28A,Landplane,Light,600,16800,,
PO28A,Cherokee (PA-28-140/150/160/180),P28A,Landplane,Light,600,16800,,
P28B,Cherokee (PA-28-235),P28B,Landplane,Light,900,19500,,
"P28B, AICSA, Cherokee (PA-28-235)",Cherokee (PA-28-235),P28B,Landplane,Light,900,19500,,
P28R,Cherokee Arrow,P28R,Landplane,Light,700,16200,,
"P28R, AICSA, Cherokee Arrow",Cherokee Arrow,P28R,Landplane,Light,700,16200,,
"P28R, CHINCUL, Arrow 3",Arrow 3,P28R,Landplane,Light,700,16200,,
"P28T, AICSA, PA-28RT-201T Turbo Arrow 4",PA-A-28RT-201 Arrow 4,P28T,Landplane,Light,900,16200,,
P3,EP-3 Orion,P3,Landplane,Medium,1700,28300,,
"P3, KAWASAKI, EP-3 Orion",EP-3 Orion,P3,Landplane,Medium,1700,28300,,
"P3, KAWASAKI, Orion",Orion,P3,Landplane,Medium,1700,28300,,
"P3, KAWASAKI, P-3 Orion",P-3 Orion,P3,Landplane,Medium,1700,28300,,
"P3, LOCKHEED, AP-3 Orion",AP-3 Orion,P3,Landplane,Medium,1700,28300,,
"P32R, AICSA, Lance",Lance,P32R,Landplane,Light,1000,20000,,
"P32R, AICSA, PA-32R-300 Lance",PA-32R-300 Lance,P32R,Landplane,Light,1000,20000,,
P46T,DLX,P46T,Landplane,Light,1500,30000,,
"P46T, JETPROP, DLX",DLX,P46T,Landplane,Light,1500,30000,,
"P46T, PIPER, Malibu Meridian",Malibu Meridian,P46T,Landplane,Light,1500,30000,,
"P46T,DLX",DLX,P46T,Landplane,Light,1500,30000,,
"P60, POTTIER, Minacro",Minacro,P60,Landplane,Light,1000,,,
P68,Observer,P68,Landplane,Light,1400,20000,,
"P68, PARTENAVIA, Observer",Observer,P68,Landplane,Light,1400,20000,,
P8,P-8 Poseidon,P8,Landplane,Medium,3000,40999,,
P8 ,P-8 Poseidon,P8,Landplane,Medium,3000,40999,,
"P8, BOEING, P-8 Poseidon",P-8 Poseidon,P8,Landplane,Medium,3000,40999,,
P80,P-80,P80,Landplane,Light,300,,,
"P80, POTTIER, P-80",P-80,P80,Landplane,Light,300,,,
"PA12, PIPER, PA-12 Super Cruiser",PA-12 Super Cruiser,PA12,Landplane,Light,500,12600,,
"PA14, PIPER, Family Cruiser",Family Cruiser,PA14,Landplane,Light,600,14800,,
N744,Super Cub,PA18,Landplane,Light,1000,14600,,
"PA18, AIRFRAMES-DAKOTA CUB, Super 18",Super 18,PA18,Landplane,Light,1000,14600,,
"PA18, PIPER, L-18C Super Cub",L-18C Super Cub,PA18,Landplane,Light,1000,14600,,
"PA20, PIPER, PA-20 Pacer",PA-20 Pacer,PA20,Landplane,Light,600,16500,,
"PA22, PIPER, Caribbean",Caribbean,PA22,Landplane,Light,1000,16500,,
PA23,Jet Profile,PA23,Landplane,Light,1000,17200,,
"PA23, MILLER (1), Jet Profile",Jet Profile,PA23,Landplane,Light,1000,17200,,
"PA23, PIPER, Apache",Apache,PA23,Landplane,Light,1000,17200,,
P24A,PA-24 Comanche,PA24,Landplane,Light,1100,19500,,
PA24,Comanche,PA24,Landplane,Light,1100,19500,,
PA24 PIPER Comanche,Comanche,PA24,Landplane,Light,1100,19500,,
"PA24, PIPER, Comanche",Comanche,PA24,Landplane,Light,1100,19500,,
"PA27, CHINCUL, Aztec",Aztec,PA27,Landplane,Light,1500,24000,,
PA30,PA-30 Twin Comanche,PA30,Landplane,Light,1500,20000,,
"PA30, AICSA, PA-30 Twin Comanche",PA-30 Twin Comanche,PA30,Landplane,Light,1500,20000,,
PA31,Chieftain,PA31,Landplane,Light,1500,26300,,
"PA31, AICSA, Chieftain",Chieftain,PA31,Landplane,Light,1500,26300,,
"PA31, AICSA, Navajo",Navajo,PA31,Landplane,Light,1500,26300,,
"PA31, COLEMILL, Panther 2",Panther 2,PA31,Landplane,Light,1500,26300,,
PA32,PA-32 Cherokee Six,PA32,Landplane,Light,800,16000,,
PA32 AICSA PA-32 Cherokee Six,PA-32 Cherokee Six,PA32,Landplane,Light,800,16000,,
"PA32, AICSA, Cherokee Six",Cherokee Six,PA32,Landplane,Light,800,16000,,
"PA32, AICSA, PA-32 Saratoga",PA-32 Saratoga,PA32,Landplane,Light,800,16000,,
PA34,PA-34 Seneca,PA34,Landplane,Light,1300,25000,,
"PA34, AICSA, PA-34 Seneca",PA-34 Seneca,PA34,Landplane,Light,1300,25000,,
"PA34,TM-20 Flamingo 3",TM-20 Flamingo 3,PA34,Landplane,Light,1300,25000,,
PA38,PA-38 Tomahawk,PA38,Landplane,Light,600,13000,,
"PA38, AICSA, PA-38 Tomahawk",PA-38 Tomahawk,PA38,Landplane,Light,600,13000,,
"PA38, AICSA, Tomahawk",Tomahawk,PA38,Landplane,Light,600,13000,,
PA44,PA-44 Seminole,PA44,Landplane,Light,1100,20000,,
PA44 AICSA PA-44 Seminole,PA-44 Seminole,PA44,Landplane,Light,1100,20000,,
"PA44, AICSA, PA-44 Seminole",PA-44 Seminole,PA44,Landplane,Light,1100,20000,,
"PA44, AICSA, Seminole",Seminole,PA44,Landplane,Light,1100,20000,,
"PA44, PIPER, PA-44 Seminole",PA-44 Seminole,PA44,Landplane,Light,1100,20000,,
"PA44, PIPER, Seminole",Seminole,PA44,Landplane,Light,1100,20000,,
PA46,Malibu,PA46,Landplane,Light,1000,25000,,
"PA46, PIPER, Malibu",Malibu,PA46,Landplane,Light,1000,25000,,
"PAT4, NEIVA, NE-821 Caraja",NE-821 Caraja,PAT4,Landplane,Light,1300,24000,,
PAY1 PIPER PA-31T1-500 Cheyenne 1,PA-A-31T1-500 Cheyenne 1,PAY1,Landplane,Light,2200,31000,,
"PAY1, CHINCUL, Cheyenne 1",Cheyenne 1,PAY1,Landplane,Light,2200,31000,,
PAY2,PA-31T-620 Cheyenne,PAY2,Landplane,Light,2400,31600,,
PAY2 PIPER PA-31T-620 Cheyenne,PA-31T-620 Cheyenne,PAY2,Landplane,Light,2400,31600,,
"PAY2, AICSA, Cheyenne 2",Cheyenne 2,PAY2,Landplane,Light,2400,31600,,
"PAY2, AICSA, PA-31T-620 Cheyenne 2",PA-31T-620 Cheyenne 2,PAY2,Landplane,Light,2400,31600,,
PAY3,Cheyenne 3,PAY3,Landplane,Light,2400,36000,,
"PAY3, AICSA, Cheyenne 3",Cheyenne 3,PAY3,Landplane,Light,2400,36000,,
pc12,Eagle,PC12,Landplane,Light,1300,35000,,
PC12 PILATUS Eagle,Eagle,PC12,Landplane,Light,1300,35000,,
"PC12, PILATUS, Eagle",Eagle,PC12,Landplane,Light,1300,35000,,
"PC12, PILATUS, PC-12",PC-12,PC12,Landplane,Light,1300,35000,,
"PC12, PILATUS, PC-12 Eagle",PC-12 Eagle,PC12,Landplane,Light,1300,35000,,
"PC12, PILATUS, U-28",U-28,PC12,Landplane,Light,1300,35000,,
"PC12,Eagle",Eagle,PC12,Landplane,Light,1300,35000,,
PC24,PC-24,PC24,Landplane,Medium,3300,45000,,
PO60,60 Sauterelle,PO60,Landplane,Light,400,11500,,
"PO60, POTEZ, 60",60 Sauterelle,PO60,Landplane,Light,400,11500,,
PRM1,390 Premier 1,PRM1,Landplane,Light,3000,41000,,
"PRM1, HAWKER BEECHCRAFT, 390 Premier 1",390 Premier 1,PRM1,Landplane,Light,3000,41000,,
"PRM1, RAYTHEON, 390 Premier 1",390 Premier 1,PRM1,Landplane,Light,3000,41000,,
"PRM1,390 Premier 1",390 Premier 1,PRM1,Landplane,Light,3000,41000,,
"PZ4M, PZL-OKECIE, Wilga 2000",Wilga 2000,PZ4M,Landplane,Light,600,11600,,
R22,Beta,R22,Helicopter,Light,800,14000,,
"R22, ROBINSON, Beta",Beta,R22,Helicopter,Light,800,14000,,
"R22, ROBINSON, R-22",R-22,R22,Helicopter,Light,800,14000,,
"R22, ROBINSON, R-22 Mariner",R-22 Mariner,R22,Helicopter,Light,800,14000,,
"R22,Beta",Beta,R22,Helicopter,Light,800,14000,,
R44,Astro,R44,Helicopter,Light,800,14000,,
R44 ROBINSON Astro,Astro,R44,Helicopter,Light,800,14000,,
"R44, ROBINSON, Astro",Astro,R44,Helicopter,Light,800,14000,,
"R44, ROBINSON, Clipper",Clipper,R44,Helicopter,Light,800,14000,,
"R44, ROBINSON, R-44 Astro",R-44 Astro,R44,Helicopter,Light,800,14000,,
"R44, ROBINSON, R-44 Raven",R-44 Raven,R44,Helicopter,Light,800,14000,,
"R44,Astro",Astro,R44,Helicopter,Light,800,14000,,
R66,R-66,R66,Helicopter,Light,800,14000,,
"R66, ROBINSON, R-66",R-66,R66,Helicopter,Light,800,14000,,
"RV10, VAN'S, RV-10",RV-10,RV10,Landplane,Light,1600,24000,,
RV12,RV-12,RV12,Landplane,Light,800,13800,,
RV4,RV-4,RV4,Landplane,Light,1600,19500,,
"RV4, VAN'S, RV-4",RV-4,RV4,Landplane,Light,1600,19500,,
"RV4T, VAN'S, RV-4T",RV-4T,RV4T,Landplane,Light,2000,28600,,
RV6,Air Beetle,RV6,Landplane,Light,1200,21000,,
"RV6, AIEP, Air Beetle",Air Beetle,RV6,Landplane,Light,1200,21000,,
"RV6, VAN'S, RV-6",RV-6,RV6,Landplane,Light,1200,21000,,
"RV7, VAN'S, RV-7",RV-7,RV7,Landplane,Light,2000,22500,,
RV8,RV-8,RV8,Landplane,Light,2200,22500,,
"RV8, VAN'S, RV-8",RV-8,RV8,Landplane,Light,2200,22500,,
"RV9, VAN'S, RV-9",RV-9,RV9,Landplane,Light,1600,19000,,
"RYST, RYAN, PT-20",PT-20,RYST,Landplane,Light,600,17200,,
"S1, INTERSTATE, L-6 Cadet",L-6 Cadet,S1,Landplane,Light,1200,,,
S108,108 Station Wagon,S108,Landplane,Light,600,16500,,
"S108, STINSON, 108 Station Wagon",108 Station Wagon,S108,Landplane,Light,600,16500,,
"S108, STINSON, Voyager (108)",Voyager (108),S108,Landplane,Light,600,16500,,
S22T,SR-22T,S22T,Landplane,Light,1000,25000,,
S22T Cirrus SR22,SR-22T,S22T,Landplane,Light,1000,25000,,
"S22T, Cirrus, SR22",SR-22T,S22T,Landplane,Light,1000,25000,,
"S330, SCHWEIZER, 330",330,S330,Helicopter,Light,1100,13000,,
"S360, AEROSPATIALE, Dauphin",Dauphin,S360,Helicopter,Light,1400,15100,,
"S61, SIKORSKY, CH-124 Sea King",CH-124 Sea King,S61,Helicopter,Medium,1800,14700,,
"S64, SIKORSKY, CH-54 Tarhe",CH-54 Tarhe,S64,Helicopter,Medium,1100,10600,,
"S65C, AEROSPATIALE, Dauphin 2 (SA-365C)",Dauphin 2 (SA-365C),S65C,Helicopter,Light,1100,8600,,
S76,S-76,S76,Helicopter,Light,1400,15000,,
"S76, KEYSTONE, S-76",S-76,S76,Helicopter,Light,1400,15000,,
"S76, SIKORSKY, AUH-76",AUH-76,S76,Helicopter,Light,1400,15000,,
"S76, SIKORSKY, S-76",S-76,S76,Helicopter,Light,1400,15000,,
"S76, SIKORSKY, S-76 Spirit",S-76 Spirit,S76,Helicopter,Light,1400,15000,,
"S76, SIKORSKY, Spirit",Spirit,S76,Helicopter,Light,1400,15000,,
"S76,AUH-76",AUH-76,S76,Helicopter,Light,1400,15000,,
SK76,S-76 Spirit,S76,Helicopter,Light,1400,15000,,
S92,Helibus,S92,Helicopter,Medium,1300,15000,,
"S92, SIKORSKY, Helibus",Helibus,S92,Helicopter,Medium,1300,15000,,
"SA11, STITS, Playmate",Playmate,SA11,Landplane,Light,1300,17500,,
"SB20, SAAB, 2000",2000,SB20,Landplane,Medium,1800,31000,,
"SBR1, NORTH AMERICAN, CT-39 Sabreliner",CT-39 Sabreliner,SBR1,Landplane,Medium,2900,45000,,
SF34,340,SF34,Landplane,Medium,2000,50900,,
"SF34, SAAB, 340",340,SF34,Landplane,Medium,2000,50900,,
"SF34, SAAB-FAIRCHILD, SF-340",SF-340,SF34,Landplane,Medium,2000,31000,,
SF50,Vision,SF50,Landplane,Light,,28000,,
"SF50, Cirrus , Vision Jet",Vision,SF50,Landplane,Light,,28000,,
SH33,330,SH33,Landplane,Medium,1000,,,
"SH33, SHORT, 330",330,SH33,Landplane,Medium,1000,,,
"SH33, SHORT, C-23 Sherpa",C-23 Sherpa,SH33,Landplane,Medium,1000,,,
"SH33,Sherpa",Sherpa,SH33,Landplane,Medium,1000,,,
SH36,360,SH36,Landplane,Medium,1400,,,
SH36 SHORT 360,360,SH36,Landplane,Medium,1400,,,
"SH36, SHORT, 360",360,SH36,Landplane,Medium,1400,,,
"SH36, SHORT, SD3-60",SD3-60,SH36,Landplane,Medium,1400,,,
"SH36,360",360,SH36,Landplane,Medium,1400,,,
"SHIP, (any manufacturer), Airship",Airship,SHIP,Airship,Light,,,,
"SIRA, TECNAM, P-2002",P-2002,SIRA,Landplane,Light,700,14000,,
"SK70, STARKRAFT, SK-700",SK-700,SK70,Landplane,Light,,,,
SLG2,Sling 2,SLG2,Landplane,Light,800,15000,,
SLING LSA,Sling LSA,SLG2,Landplane,Light,800,15000,,
SLG4,Sling 4,SLG4,Landplane,Light,600,15000,,
SONX,Sonex,SONX,Landplane,Light,800,,,
"SPOR, AMAX, Sport 1700",Sport 1700,SPOR,Landplane,Light,700,14000,,
sr20,SR-20,SR20,Landplane,Light,700,17500,,
SR20 CIRRUS SR-20 SRV,SR-20 SRV,SR20,Landplane,Light,700,17500,,
"SR20, CIRRUS, SR-20",SR-20,SR20,Landplane,Light,700,17500,,
"SR20, CIRRUS, SR-20 SRV",SR-20 SRV,SR20,Landplane,Light,700,17500,,
"SR20, CIRRUS, SRV",SRV,SR20,Landplane,Light,700,17500,,
"SR20,SR-20 SRV",SR-20 SRV,SR20,Landplane,Light,700,17500,,
SR22,SR-22,SR22,Landplane,Light,1100,17500,,
SR22 CIRRUS SR-22,SR-22,SR22,Landplane,Light,1100,17500,,
"SR22, CIRRUS, SR-22",SR-22,SR22,Landplane,Light,1100,17500,,
"SU26, SUKHOI, Su-26",Su-26,SU26,Landplane,Light,2800,12100,,
"SU7, SUKHOI, Su-7",Su-7,SU7,Landplane,Medium,5000,59100,,
SUCO,209 SuperCobra,SUCO,Helicopter,Medium,800,14700,,
"SW2, SWEARINGEN, Merlin 2",Merlin 2,SW2,Landplane,Light,2200,29000,,
SW3,Fairchild 300,SW3,Landplane,Light,2200,31000,,
"SW3, FAIRCHILD (1), Fairchild 300",Fairchild 300,SW3,Landplane,Light,2200,31000,,
"SW3, FAIRCHILD (1), Merlin 3",Merlin 3,SW3,Landplane,Light,2200,31000,,
RC26,RC-26 Metro,SW4,Landplane,Light/Medium,2400,31000,,
SW4,SA-227CC Metro,SW4,Landplane,Light/Medium,2400,31000,,
SW4 FAIRCHILD (1) SA-227CC Metro,SA-227CC Metro,SW4,Landplane,Light/Medium,2400,31000,,
"SW4, FAIRCHILD (1), C-26 Metro",C-26 Metro,SW4,Landplane,Light/Medium,2400,31000,,
"SW4, FAIRCHILD (1), Expediter",Expediter,SW4,Landplane,Light/Medium,2400,31000,,
"SW4, FAIRCHILD (1), Merlin 4",Merlin 4,SW4,Landplane,Light/Medium,2400,31000,,
"SW4, FAIRCHILD (1), SA-227AC Metro",SA-227AC Metro,SW4,Landplane,Light/Medium,2400,31000,,
"SW4, FAIRCHILD (1), SA-227CC Metro",SA-227CC Metro,SW4,Landplane,Light/Medium,2400,31000,,
"SW4, FAIRCHILD SWEARINGEN, Merlin 4",Merlin 4,SW4,Landplane,Light/Medium,2400,31000,,
"SYMP, SYMPHONY, SA-160 Symphony",SA-160 Symphony,SYMP,Landplane,Light,700,16400,,
T1,T-1,T1,Landplane,Light,5000,45900,,
"T1, FUJI, T-1",T-1,T1,Landplane,Light,5000,45900,,
"T2, NORTH AMERICAN, Buckeye",Buckeye,T2,Landplane,Light,4700,45500,,
T206,Stationair TC,T206,Landplane,Light,900,27000,,
"T28, HAMILTON, Nomair",Nomair,T28,Landplane,Light,3200,39000,,
T34P,45 Mentor,T34P,Landplane,Light,1400,18600,,
"T34P, BEECH, 45 Mentor",45 Mentor,T34P,Landplane,Light,1400,18600,,
"T34P, BEECH, Mentor",45 Mentor,T34P,Landplane,Light,1400,18600,,
"T34T, BEECH, T-34C Turbo Mentor",T-34C Turbo Mentor,T34T,Landplane,Light,1100,25000,,
T38,AT-38 Talon,T38,Landplane,Light,5000,53600,,
"T38, NORTHROP, AT-38 Talon",AT-38 Talon,T38,Landplane,Light,5000,53600,,
"T38, NORTHROP, T-38 Talon",T-38 Talon,T38,Landplane,Light,5000,53600,,
"T38, NORTHROP, Talon",Talon,T38,Landplane,Light,5000,53600,,
"T411, KHRUNICHEV, T-411 Wolverine",T-411 Wolverine,T411,Landplane,Light,1100,9800,,
T6,Harvard,T6,Landplane,Light,1000,24200,,
"T6, CCF, Harvard",Harvard,T6,Landplane,Light,1000,24200,,
"T6, NORTH AMERICAN, AT-6 Texan",AT-6 Texan,T6,Landplane,Light,1000,24200,,
"T6, NORTH AMERICAN, T-6 Texan",AT-6 Texan,T6,Landplane,Light,1000,24200,,
TB20,Trinidad,TB20,Landplane,Light,1000,20000,,
"TB20, TRINADAD, TOBAGO",Trinidad,TB20,Landplane,Light,1000,20000,,
"TB21, TRINIDAD, TRINIDAD",Trinidad TC,TB21,Landplane,Light,600,25000,,
"TB30, AEROSPATIALE, Epsilon",Epsilon,TB30,Landplane,Light,1500,23000,,
TBM7,TBM-700A,TBM7,Landplane,Light,1900,31000,,
TBM7 SOCATA TBM-700,TBM-700A,TBM7,Landplane,Light,1900,31000,,
"TBM7, SOCATA, TBM-700",TBM-700A,TBM7,Landplane,Light,1900,31000,,
"TBM8, SOCATA, TBM-850",TBM-850,TBM8,Landplane,Light,1900,31000,,
TBM9,TBM-900,TBM9,Landplane,Light,1300,31000,,
"TBM9, Daher-Socata, TBM-900",TBM-900,TBM9,Landplane,Light,1300,31000,,
TEX2,3000 Harvard 2,TEX2,Landplane,Light,3600,31000,,
TEX2 RAYTHEON 3000 Harvard 2,3000 Harvard 2,TEX2,Landplane,Light,3600,31000,,
"TEX2, HAWKER BEECHCRAFT, T-6 Texan 2",AT-6 Texan 2,TEX2,Landplane,Light,3600,31000,,
"TEX2, RAYTHEON, 3000 Harvard 2",3000 Harvard 2,TEX2,Landplane,Light,3600,31000,,
"TEX2, RAYTHEON, Harvard 2",Harvard 2,TEX2,Landplane,Light,3600,31000,,
"TEX2, RAYTHEON, T-6 Texan 2",T-6 Texan 2,TEX2,Landplane,Light,3600,31000,,
"TEX2, RAYTHEON, Texan 2",Texan 2,TEX2,Landplane,Light,3600,31000,,
"TEX2,3000 Harvard 2",3000 Harvard 2,TEX2,Landplane,Light,3600,31000,,
TX2,Texan 2,TEX2,Landplane,Light,3600,31000,,
"TIGR, EUROCOPTER, EC-665 Tiger",EC-665 Tiger,TIGR,Helicopter,Light,1800,11500,,
"TNAV, CAMAIR, Twin Navion",Twin Navion,TNAV,Landplane,Light,1800,20000,,
TOBA,TB-10 Tobago,TOBA,Landplane,Light,800,16000,,
UH1,AB-204,UH1,Helicopter,Light,1400,19400,,
UH1 AGUSTA AB-204,AB-204,UH1,Helicopter,Light,1400,19400,,
"UH1, AGUSTA, AB-204",AB-204,UH1,Helicopter,Light,1400,19400,,
"UH1, AIDC, UH-1",UH-1,UH1,Helicopter,Light,1400,19400,,
"UH1, BELL, 204",204,UH1,Helicopter,Light,1400,19400,,
"UH1, BELL, 205",205,UH1,Helicopter,Light,1400,19400,,
Unknown,Unknown,Unknown,Unknown,Unknown,,,,
"Unknown, Unknown, Unknown",Unknown,Unknown,Unknown,Unknown,,,,
V10,Bronco,V10,Landplane,Light,2000,30000,,
CB22,CV-22 Osprey,V22,Tiltrotor,Medium,1900,26000,,
"CV22, Bell Helicopter, CV-22",CV-22 Osprey,V22,Tiltrotor,Medium,1900,26000,,
MV22,MV-22 Osprey,V22,Tiltrotor,Medium,1900,26000,,
V22,901 Osprey,V22,Tiltrotor,Medium,1900,26000,,
"V22, BELL, 901 Osprey",901 Osprey,V22,Tiltrotor,Medium,1900,26000,,
"V22, BELL, CV-22 Osprey",CV-22 Osprey,V22,Tiltrotor,Medium,1900,26000,,
"V22, BELL, MV-22 Osprey",MV-22 Osprey,V22,Tiltrotor,Medium,1900,26000,,
VF35,F-35B Lightning II,VF35,Landplane,Medium,15000,50000,,
"VF60, VULCANAIR, Mission",Mission,VF60,Landplane,Light,700,20000,,
"WW24, IAI, 1124 Sea Scan",1124 Sea Scan,WW24,Landplane,Medium,4000,45000,,
"WW24, IAI, 1124 Westwind",1124 Westwind,WW24,Landplane,Medium,4000,45000,,
"XL2, LIBERTY (2), XL-2",XL-2,XL2,Landplane,Light,600,12500,,
"ZZZZ, (any manufacturer), Aircraft type not (yet) assigned a designator",Aircraft type not (yet) assigned a designator,ZZZZ,Unknown,Unknown,,,,
